Demo-ResponseID,QType,Condition,Dataset,Task,Coord,Response,DatasetOrder,TaskOrder
R_b43e3ri4GTS9iOR,Exp,Ctrl,1,BC,Y1,429,2,2
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,Y1,444,3,8
R_3RqKAcO9ROqWqN8,Exp,Ctrl,1,BC,Y1,369,3,4
R_1IuAyejJJGlWyM2,Exp,Ctrl,1,BC,Y1,52,2,1
R_QgOzhzGgb18gj9T,Exp,Ctrl,1,BC,Y1,368,1,6
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,Y1,423,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,Y1,429,1,6
R_1DzNm3T7cdPfJOF,Exp,Ctrl,1,BC,Y1,369,1,3
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,Y1,367,1,2
R_2pQqNuyAcftDMeo,Exp,Ctrl,1,BC,Y1,626,3,4
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,Y1,369,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,Y1,368,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,Y1,361,3,9
R_2fwjQEliDHspYNx,Exp,Ctrl,1,BC,Y1,221,3,3
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,Y1,367,1,7
R_337NYq2bxJfecSN,Exp,Ctrl,1,BC,Y1,575,3,8
R_2YynfVWT2jq4LyT,Exp,Ctrl,1,BC,Y1,366,3,7
R_2zNIzg2C6m2qsBI,Exp,Ctrl,1,BC,Y1,365,3,5
R_RnmRhX6Xw5EGdcB,Exp,Ctrl,1,BC,Y1,369,1,8
R_UfOSvzbMxnRgwDL,Exp,Ctrl,1,BC,Y1,368,3,8
R_2qr7KgyabK6sQ8w,Exp,Ctrl,1,BC,Y1,367,2,4
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,Y1,628,2,1
R_p4wUuqXU6Gwvdsd,Exp,Ctrl,1,BC,Y1,496,2,8
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,Y1,611,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,Y1,423,1,4
R_2E66vKkii2jLqm7,Exp,Ctrl,1,BC,Y1,368,2,4
R_1LtYLpObTUqguYp,Exp,Ctrl,1,BC,Y1,367,2,6
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,Y1,365,2,8
R_OvcnhhuTcC1NrUd,Exp,Ctrl,1,BC,Y1,367,2,1
R_25ZAlyZ4JbMsmjY,Exp,Ctrl,1,BC,Y1,369,2,6
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,Y1,543,1,1
R_3q9GgzKbk1Otp5O,Exp,Ctrl,1,BC,Y1,369,1,6
R_qU6wX1va4fIlkbv,Exp,Ctrl,1,BC,Y1,554,1,9
R_1HbfKcFKifrMMlc,Exp,Ctrl,1,BC,Y1,368,3,2
R_b7rKdHburf18qWJ,Exp,Ctrl,1,BC,Y1,367,1,8
R_1GIwzHXFwM5GaAN,Exp,Ctrl,1,BC,Y1,368,3,6
R_3CTSa5wMpWHZtWE,Exp,Ctrl,1,BC,Y1,367,1,8
R_2anUpyXVLx94k1W,Exp,Ctrl,1,BC,Y1,365,3,5
R_2qa3hYvHBBxnKIN,Exp,Ctrl,1,BC,Y1,419,1,1
R_SNTJVpXYyCDa1mp,Exp,Ctrl,1,BC,Y1,367,1,4
R_1C6ZLfppnr2hHJ3,Exp,Ctrl,1,BC,Y1,366,3,6
R_8d1VqNkok6YG0zD,Exp,Ctrl,1,BC,Y1,372,3,9
R_1PRB2ZJPaDyYg5u,Exp,Ctrl,1,BC,Y1,367,1,2
R_x8YEnmKnNoodq4p,Exp,Ctrl,1,BC,Y1,366,1,1
R_1eCxEeBOx2YYlnG,Exp,Ctrl,1,BC,X2,359,2,6
R_24vK9Ysod7NA3HT,Exp,Ctrl,1,BC,X2,315,2,5
R_2Wu1IecDGOrW6TA,Exp,Ctrl,1,BC,X2,359,3,3
R_245HR5qf4i26YuB,Exp,Ctrl,1,BC,X2,383,2,4
R_3hn1MQpb4O4wlKC,Exp,Ctrl,1,BC,X2,389,3,3
R_10IubgweXpWotmV,Exp,Ctrl,1,BC,X2,395,2,7
R_0UIpYxjoSUtn5aV,Exp,Ctrl,1,BC,X2,291,1,9
R_2U5ZrsyHdj3qLbg,Exp,Ctrl,1,BC,X2,361,1,8
R_Cmol1id0CtT1nvH,Exp,Ctrl,1,BC,X2,156,1,3
R_1IZ5GSHgwJWj0ek,Exp,Ctrl,1,BC,X2,311,2,3
R_1eVIF7UtWqNpTNC,Exp,Ctrl,1,BC,X2,318,1,8
R_ehNBFpp3mcRVJ2p,Exp,Ctrl,1,BC,X2,361,2,7
R_b43e3ri4GTS9iOR,Exp,Ctrl,1,BC,X2,456,2,2
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,X2,316,3,8
R_1IuAyejJJGlWyM2,Exp,Ctrl,1,BC,X2,385,2,1
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,X2,319,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,X2,368,1,6
R_1DzNm3T7cdPfJOF,Exp,Ctrl,1,BC,X2,155,1,3
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,X2,363,1,2
R_2pQqNuyAcftDMeo,Exp,Ctrl,1,BC,X2,135,3,4
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,X2,353,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,X2,299,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,X2,309,3,9
R_2fwjQEliDHspYNx,Exp,Ctrl,1,BC,X2,152,3,3
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,X2,360,1,7
R_2zNIzg2C6m2qsBI,Exp,Ctrl,1,BC,X2,324,3,5
R_RnmRhX6Xw5EGdcB,Exp,Ctrl,1,BC,X2,397,1,8
R_UfOSvzbMxnRgwDL,Exp,Ctrl,1,BC,X2,309,3,8
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,X2,346,2,1
R_p4wUuqXU6Gwvdsd,Exp,Ctrl,1,BC,X2,302,2,8
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,X2,515,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,X2,471,1,4
R_1LtYLpObTUqguYp,Exp,Ctrl,1,BC,X2,156,2,6
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,X2,307,2,8
R_OvcnhhuTcC1NrUd,Exp,Ctrl,1,BC,X2,156,2,1
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,X2,299,1,1
R_3q9GgzKbk1Otp5O,Exp,Ctrl,1,BC,X2,315,1,6
R_qU6wX1va4fIlkbv,Exp,Ctrl,1,BC,X2,362,1,9
R_b7rKdHburf18qWJ,Exp,Ctrl,1,BC,X2,353,1,8
R_1GIwzHXFwM5GaAN,Exp,Ctrl,1,BC,X2,294,3,6
R_2anUpyXVLx94k1W,Exp,Ctrl,1,BC,X2,369,3,5
R_2qa3hYvHBBxnKIN,Exp,Ctrl,1,BC,X2,291,1,1
R_SNTJVpXYyCDa1mp,Exp,Ctrl,1,BC,X2,362,1,4
R_1C6ZLfppnr2hHJ3,Exp,Ctrl,1,BC,X2,160,3,6
R_8d1VqNkok6YG0zD,Exp,Ctrl,1,BC,X2,361,3,9
R_1PRB2ZJPaDyYg5u,Exp,Ctrl,1,BC,X2,362,1,2
R_1eCxEeBOx2YYlnG,Exp,Ctrl,1,BC,Y2,420,2,6
R_24vK9Ysod7NA3HT,Exp,Ctrl,1,BC,Y2,497,2,5
R_2Wu1IecDGOrW6TA,Exp,Ctrl,1,BC,Y2,420,3,3
R_245HR5qf4i26YuB,Exp,Ctrl,1,BC,Y2,366,2,4
R_3hn1MQpb4O4wlKC,Exp,Ctrl,1,BC,Y2,369,3,3
R_10IubgweXpWotmV,Exp,Ctrl,1,BC,Y2,549,2,7
R_0UIpYxjoSUtn5aV,Exp,Ctrl,1,BC,Y2,536,1,9
R_2U5ZrsyHdj3qLbg,Exp,Ctrl,1,BC,Y2,422,1,8
R_Cmol1id0CtT1nvH,Exp,Ctrl,1,BC,Y2,508,1,3
R_1IZ5GSHgwJWj0ek,Exp,Ctrl,1,BC,Y2,493,2,3
R_1eVIF7UtWqNpTNC,Exp,Ctrl,1,BC,Y2,441,1,8
R_ehNBFpp3mcRVJ2p,Exp,Ctrl,1,BC,Y2,419,2,7
R_b43e3ri4GTS9iOR,Exp,Ctrl,1,BC,Y2,664,2,2
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,Y2,444,3,8
R_1IuAyejJJGlWyM2,Exp,Ctrl,1,BC,Y2,368,2,1
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,Y2,441,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,Y2,491,1,6
R_1DzNm3T7cdPfJOF,Exp,Ctrl,1,BC,Y2,511,1,3
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,Y2,423,1,2
R_2pQqNuyAcftDMeo,Exp,Ctrl,1,BC,Y2,516,3,4
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,Y2,423,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,Y2,602,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,Y2,498,3,9
R_2fwjQEliDHspYNx,Exp,Ctrl,1,BC,Y2,513,3,3
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,Y2,418,1,7
R_2zNIzg2C6m2qsBI,Exp,Ctrl,1,BC,Y2,440,3,5
R_RnmRhX6Xw5EGdcB,Exp,Ctrl,1,BC,Y2,550,1,8
R_UfOSvzbMxnRgwDL,Exp,Ctrl,1,BC,Y2,498,3,8
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,Y2,578,2,1
R_p4wUuqXU6Gwvdsd,Exp,Ctrl,1,BC,Y2,598,2,8
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,Y2,547,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,Y2,488,1,4
R_1LtYLpObTUqguYp,Exp,Ctrl,1,BC,Y2,511,2,6
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,Y2,491,2,8
R_OvcnhhuTcC1NrUd,Exp,Ctrl,1,BC,Y2,508,2,1
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,Y2,604,1,1
R_3q9GgzKbk1Otp5O,Exp,Ctrl,1,BC,Y2,434,1,6
R_qU6wX1va4fIlkbv,Exp,Ctrl,1,BC,Y2,497,1,9
R_b7rKdHburf18qWJ,Exp,Ctrl,1,BC,Y2,421,1,8
R_1GIwzHXFwM5GaAN,Exp,Ctrl,1,BC,Y2,540,3,6
R_2anUpyXVLx94k1W,Exp,Ctrl,1,BC,Y2,436,3,5
R_2qa3hYvHBBxnKIN,Exp,Ctrl,1,BC,Y2,603,1,1
R_SNTJVpXYyCDa1mp,Exp,Ctrl,1,BC,Y2,423,1,4
R_1C6ZLfppnr2hHJ3,Exp,Ctrl,1,BC,Y2,511,3,6
R_8d1VqNkok6YG0zD,Exp,Ctrl,1,BC,Y2,419,3,9
R_1PRB2ZJPaDyYg5u,Exp,Ctrl,1,BC,Y2,419,1,2
R_1eCxEeBOx2YYlnG,Exp,Ctrl,1,BC,X3,292,2,6
R_24vK9Ysod7NA3HT,Exp,Ctrl,1,BC,X3,305,2,5
R_2Wu1IecDGOrW6TA,Exp,Ctrl,1,BC,X3,154,3,3
R_3hn1MQpb4O4wlKC,Exp,Ctrl,1,BC,X3,320,3,3
R_10IubgweXpWotmV,Exp,Ctrl,1,BC,X3,475,2,7
R_0UIpYxjoSUtn5aV,Exp,Ctrl,1,BC,X3,295,1,9
R_2U5ZrsyHdj3qLbg,Exp,Ctrl,1,BC,X3,322,1,8
R_Cmol1id0CtT1nvH,Exp,Ctrl,1,BC,X3,571,1,3
R_1IZ5GSHgwJWj0ek,Exp,Ctrl,1,BC,X3,342,2,3
R_1eVIF7UtWqNpTNC,Exp,Ctrl,1,BC,X3,311,1,8
R_ehNBFpp3mcRVJ2p,Exp,Ctrl,1,BC,X3,316,2,7
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,X3,293,3,8
R_1IuAyejJJGlWyM2,Exp,Ctrl,1,BC,X3,174,2,1
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,X3,315,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,X3,433,1,6
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,X3,319,1,2
R_2pQqNuyAcftDMeo,Exp,Ctrl,1,BC,X3,455,3,4
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,X3,312,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,X3,296,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,X3,294,3,9
R_2fwjQEliDHspYNx,Exp,Ctrl,1,BC,X3,308,3,3
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,X3,318,1,7
R_2zNIzg2C6m2qsBI,Exp,Ctrl,1,BC,X3,363,3,5
R_RnmRhX6Xw5EGdcB,Exp,Ctrl,1,BC,X3,296,1,8
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,X3,494,2,1
R_p4wUuqXU6Gwvdsd,Exp,Ctrl,1,BC,X3,386,2,8
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,X3,470,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,X3,433,1,4
R_1LtYLpObTUqguYp,Exp,Ctrl,1,BC,X3,360,2,6
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,X3,456,2,8
R_OvcnhhuTcC1NrUd,Exp,Ctrl,1,BC,X3,317,2,1
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,X3,380,1,1
R_3q9GgzKbk1Otp5O,Exp,Ctrl,1,BC,X3,358,1,6
R_qU6wX1va4fIlkbv,Exp,Ctrl,1,BC,X3,478,1,9
R_b7rKdHburf18qWJ,Exp,Ctrl,1,BC,X3,322,1,8
R_1GIwzHXFwM5GaAN,Exp,Ctrl,1,BC,X3,472,3,6
R_2anUpyXVLx94k1W,Exp,Ctrl,1,BC,X3,324,3,5
R_2qa3hYvHBBxnKIN,Exp,Ctrl,1,BC,X3,293,1,1
R_SNTJVpXYyCDa1mp,Exp,Ctrl,1,BC,X3,293,1,4
R_8d1VqNkok6YG0zD,Exp,Ctrl,1,BC,X3,320,3,9
R_1PRB2ZJPaDyYg5u,Exp,Ctrl,1,BC,X3,318,1,2
R_1eCxEeBOx2YYlnG,Exp,Ctrl,1,BC,Y3,541,2,6
R_24vK9Ysod7NA3HT,Exp,Ctrl,1,BC,Y3,548,2,5
R_2Wu1IecDGOrW6TA,Exp,Ctrl,1,BC,Y3,508,3,3
R_3hn1MQpb4O4wlKC,Exp,Ctrl,1,BC,Y3,444,3,3
R_10IubgweXpWotmV,Exp,Ctrl,1,BC,Y3,489,2,7
R_0UIpYxjoSUtn5aV,Exp,Ctrl,1,BC,Y3,602,1,9
R_2U5ZrsyHdj3qLbg,Exp,Ctrl,1,BC,Y3,439,1,8
R_Cmol1id0CtT1nvH,Exp,Ctrl,1,BC,Y3,561,1,3
R_1IZ5GSHgwJWj0ek,Exp,Ctrl,1,BC,Y3,641,2,3
R_1eVIF7UtWqNpTNC,Exp,Ctrl,1,BC,Y3,494,1,8
R_ehNBFpp3mcRVJ2p,Exp,Ctrl,1,BC,Y3,440,2,7
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,Y3,539,3,8
R_1IuAyejJJGlWyM2,Exp,Ctrl,1,BC,Y3,224,2,1
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,Y3,495,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,Y3,576,1,6
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,Y3,437,1,2
R_2pQqNuyAcftDMeo,Exp,Ctrl,1,BC,Y3,392,3,4
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,Y3,493,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,Y3,544,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,Y3,545,3,9
R_2fwjQEliDHspYNx,Exp,Ctrl,1,BC,Y3,45,3,3
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,Y3,439,1,7
R_2zNIzg2C6m2qsBI,Exp,Ctrl,1,BC,Y3,420,3,5
R_RnmRhX6Xw5EGdcB,Exp,Ctrl,1,BC,Y3,544,1,8
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,Y3,614,2,1
R_p4wUuqXU6Gwvdsd,Exp,Ctrl,1,BC,Y3,369,2,8
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,Y3,486,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,Y3,577,1,4
R_1LtYLpObTUqguYp,Exp,Ctrl,1,BC,Y3,421,2,6
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,Y3,393,2,8
R_OvcnhhuTcC1NrUd,Exp,Ctrl,1,BC,Y3,438,2,1
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,Y3,368,1,1
R_3q9GgzKbk1Otp5O,Exp,Ctrl,1,BC,Y3,419,1,6
R_qU6wX1va4fIlkbv,Exp,Ctrl,1,BC,Y3,488,1,9
R_b7rKdHburf18qWJ,Exp,Ctrl,1,BC,Y3,439,1,8
R_1GIwzHXFwM5GaAN,Exp,Ctrl,1,BC,Y3,487,3,6
R_2anUpyXVLx94k1W,Exp,Ctrl,1,BC,Y3,437,3,5
R_2qa3hYvHBBxnKIN,Exp,Ctrl,1,BC,Y3,545,1,1
R_SNTJVpXYyCDa1mp,Exp,Ctrl,1,BC,Y3,545,1,4
R_8d1VqNkok6YG0zD,Exp,Ctrl,1,BC,Y3,434,3,9
R_1PRB2ZJPaDyYg5u,Exp,Ctrl,1,BC,Y3,437,1,2
R_1eCxEeBOx2YYlnG,Exp,Ctrl,1,BC,X4,318,2,6
R_24vK9Ysod7NA3HT,Exp,Ctrl,1,BC,X4,303,2,5
R_3hn1MQpb4O4wlKC,Exp,Ctrl,1,BC,X4,308,3,3
R_10IubgweXpWotmV,Exp,Ctrl,1,BC,X4,437,2,7
R_0UIpYxjoSUtn5aV,Exp,Ctrl,1,BC,X4,342,1,9
R_2U5ZrsyHdj3qLbg,Exp,Ctrl,1,BC,X4,300,1,8
R_1IZ5GSHgwJWj0ek,Exp,Ctrl,1,BC,X4,361,2,3
R_1eVIF7UtWqNpTNC,Exp,Ctrl,1,BC,X4,296,1,8
R_ehNBFpp3mcRVJ2p,Exp,Ctrl,1,BC,X4,306,2,7
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,X4,300,3,8
R_1IuAyejJJGlWyM2,Exp,Ctrl,1,BC,X4,162,2,1
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,X4,303,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,X4,529,1,6
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,X4,309,1,2
R_2pQqNuyAcftDMeo,Exp,Ctrl,1,BC,X4,392,3,4
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,X4,298,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,X4,362,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,X4,359,3,9
R_2fwjQEliDHspYNx,Exp,Ctrl,1,BC,X4,452,3,3
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,X4,312,1,7
R_RnmRhX6Xw5EGdcB,Exp,Ctrl,1,BC,X4,319,1,8
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,X4,377,2,1
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,X4,389,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,X4,363,1,4
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,X4,359,2,8
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,X4,319,1,1
R_3q9GgzKbk1Otp5O,Exp,Ctrl,1,BC,X4,308,1,6
R_qU6wX1va4fIlkbv,Exp,Ctrl,1,BC,X4,440,1,9
R_b7rKdHburf18qWJ,Exp,Ctrl,1,BC,X4,316,1,8
R_1GIwzHXFwM5GaAN,Exp,Ctrl,1,BC,X4,435,3,6
R_2anUpyXVLx94k1W,Exp,Ctrl,1,BC,X4,420,3,5
R_2qa3hYvHBBxnKIN,Exp,Ctrl,1,BC,X4,309,1,1
R_SNTJVpXYyCDa1mp,Exp,Ctrl,1,BC,X4,157,1,4
R_8d1VqNkok6YG0zD,Exp,Ctrl,1,BC,X4,309,3,9
R_1PRB2ZJPaDyYg5u,Exp,Ctrl,1,BC,X4,298,1,2
R_1eCxEeBOx2YYlnG,Exp,Ctrl,1,BC,Y4,437,2,6
R_24vK9Ysod7NA3HT,Exp,Ctrl,1,BC,Y4,600,2,5
R_3hn1MQpb4O4wlKC,Exp,Ctrl,1,BC,Y4,496,3,3
R_10IubgweXpWotmV,Exp,Ctrl,1,BC,Y4,574,2,7
R_0UIpYxjoSUtn5aV,Exp,Ctrl,1,BC,Y4,641,1,9
R_2U5ZrsyHdj3qLbg,Exp,Ctrl,1,BC,Y4,546,1,8
R_1IZ5GSHgwJWj0ek,Exp,Ctrl,1,BC,Y4,421,2,3
R_1eVIF7UtWqNpTNC,Exp,Ctrl,1,BC,Y4,540,1,8
R_ehNBFpp3mcRVJ2p,Exp,Ctrl,1,BC,Y4,492,2,7
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,Y4,614,3,8
R_1IuAyejJJGlWyM2,Exp,Ctrl,1,BC,Y4,505,2,1
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,Y4,549,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,Y4,431,1,6
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,Y4,498,1,2
R_2pQqNuyAcftDMeo,Exp,Ctrl,1,BC,Y4,379,3,4
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,Y4,540,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,Y4,421,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,Y4,414,3,9
R_2fwjQEliDHspYNx,Exp,Ctrl,1,BC,Y4,56,3,3
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,Y4,500,1,7
R_RnmRhX6Xw5EGdcB,Exp,Ctrl,1,BC,Y4,440,1,8
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,Y4,506,2,1
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,Y4,547,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,Y4,493,1,4
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,Y4,420,2,8
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,Y4,439,1,1
R_3q9GgzKbk1Otp5O,Exp,Ctrl,1,BC,Y4,494,1,6
R_qU6wX1va4fIlkbv,Exp,Ctrl,1,BC,Y4,583,1,9
R_b7rKdHburf18qWJ,Exp,Ctrl,1,BC,Y4,491,1,8
R_1GIwzHXFwM5GaAN,Exp,Ctrl,1,BC,Y4,576,3,6
R_2anUpyXVLx94k1W,Exp,Ctrl,1,BC,Y4,448,3,5
R_2qa3hYvHBBxnKIN,Exp,Ctrl,1,BC,Y4,493,1,1
R_SNTJVpXYyCDa1mp,Exp,Ctrl,1,BC,Y4,506,1,4
R_8d1VqNkok6YG0zD,Exp,Ctrl,1,BC,Y4,494,3,9
R_1PRB2ZJPaDyYg5u,Exp,Ctrl,1,BC,Y4,539,1,2
R_3hn1MQpb4O4wlKC,Exp,Ctrl,1,BC,X5,294,3,3
R_10IubgweXpWotmV,Exp,Ctrl,1,BC,X5,517,2,7
R_0UIpYxjoSUtn5aV,Exp,Ctrl,1,BC,X5,399,1,9
R_2U5ZrsyHdj3qLbg,Exp,Ctrl,1,BC,X5,299,1,8
R_1eVIF7UtWqNpTNC,Exp,Ctrl,1,BC,X5,300,1,8
R_ehNBFpp3mcRVJ2p,Exp,Ctrl,1,BC,X5,292,2,7
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,X5,309,3,8
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,X5,302,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,X5,471,1,6
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,X5,293,1,2
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,X5,299,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,X5,318,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,X5,315,3,9
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,X5,296,1,7
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,X5,365,2,1
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,X5,385,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,X5,340,1,4
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,X5,297,2,8
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,X5,308,1,1
R_3q9GgzKbk1Otp5O,Exp,Ctrl,1,BC,X5,296,1,6
R_qU6wX1va4fIlkbv,Exp,Ctrl,1,BC,X5,512,1,9
R_b7rKdHburf18qWJ,Exp,Ctrl,1,BC,X5,288,1,8
R_1GIwzHXFwM5GaAN,Exp,Ctrl,1,BC,X5,399,3,6
R_2anUpyXVLx94k1W,Exp,Ctrl,1,BC,X5,302,3,5
R_8d1VqNkok6YG0zD,Exp,Ctrl,1,BC,X5,295,3,9
R_1PRB2ZJPaDyYg5u,Exp,Ctrl,1,BC,X5,300,1,2
R_3hn1MQpb4O4wlKC,Exp,Ctrl,1,BC,Y5,543,3,3
R_10IubgweXpWotmV,Exp,Ctrl,1,BC,Y5,544,2,7
R_0UIpYxjoSUtn5aV,Exp,Ctrl,1,BC,Y5,676,1,9
R_2U5ZrsyHdj3qLbg,Exp,Ctrl,1,BC,Y5,602,1,8
R_1eVIF7UtWqNpTNC,Exp,Ctrl,1,BC,Y5,604,1,8
R_ehNBFpp3mcRVJ2p,Exp,Ctrl,1,BC,Y5,540,2,7
R_sNWCgNnh8BjhxlL,Exp,Ctrl,1,BC,Y5,498,3,8
R_3qjNDydmEsYhWPf,Exp,Ctrl,1,BC,Y5,601,1,8
R_aiaGnR9abM343Hb,Exp,Ctrl,1,BC,Y5,491,1,6
R_2SicdlEiS4QFlxC,Exp,Ctrl,1,BC,Y5,540,1,2
R_Q5IrI9t8qil4nmN,Exp,Ctrl,1,BC,Y5,602,1,2
R_z6BS2dmBgIWvJNn,Exp,Ctrl,1,BC,Y5,437,2,1
R_1CI3aCGE5xKCFCj,Exp,Ctrl,1,BC,Y5,437,3,9
R_x4scLYm0fIiArnj,Exp,Ctrl,1,BC,Y5,543,1,7
R_2b15UKnjwpnBStk,Exp,Ctrl,1,BC,Y5,494,2,1
R_3P655E62t7ufi2T,Exp,Ctrl,1,BC,Y5,363,2,2
R_9BSXN7lOzq3H5kd,Exp,Ctrl,1,BC,Y5,579,1,4
R_3GpSsefaRA2fKPn,Exp,Ctrl,1,BC,Y5,595,2,8
R_3D8EknclrlmOC7O,Exp,Ctrl,1,BC,Y5,494,1,1
